Nom,Rue,postalCode,Latitude,Longitude,reviewsCount,totalScore
La Boîte A Lunch | Déjeuner - Dîner - Traiteur - Terrasse & Bistro,5648 Rue Hochelaga,H1N 3L7,45.5686427,-73.537878,109,4.5
Restaurant Thaïlande,88 Rue Bernard O,H2T 2J8,45.5262556,-73.6029853,645,4.3
Le Lunch Box™,8766 Rue Pascal-Gagnon,H1P 1Z3,45.6032012,-73.5912841,50,4
Dic Ann's Hamburgers,10910 Bd Pie-IX,H1H 4B3,45.5910653,-73.6379779,846,4.4
Marché d'Alimentation des Caraïbes Inc,2969 Rue Fleury E,H2B 1M3,45.5793264,-73.6445109,70,4.1
Boustan Saint Leonard,9216 Bd Lacordaire,H1R 2B7,45.5967382,-73.6096835,487,3.9
Boustan Sherbrooke E.,6366 R. Sherbrooke E,H1N 3P6,45.5802538,-73.5439325,802,4.2
GrillnGo,9482 Bd Saint-Michel,H1Z 1E3,45.5752765,-73.6355342,680,4.2
Restaurant & Poissonnerie Mediterranéenne,7735 Bd Saint-Michel,H2A 3A7,45.5624045,-73.6056398,599,4.3
Thaï Express,10734 Bd Pie-IX,H1H 4A7,45.589271,-73.636365,225,3.9
Shawarma royale,1290 Rue Jarry E,H2P 1X1,45.5495468,-73.6218597,162,4.1
Muffin Plus,"Les Galeries d'Anjou, 7999 Bd des Galeries d'Anjou",H1M 1W9,45.6003223,-73.5633445,75,3.7
Restaurant La Belle Province,10710 Bd Pie-IX,H1H 4A7,45.5890184,-73.6361124,523,4.2
Cultures,7275 R. Sherbrooke E,H1N 1E9,45.589869,-73.539313,23,4
Café à Rome,7275 R. Sherbrooke E #61,H1N 1E9,45.5915887,-73.541685,31,4.3
D'organics food and drinks,5343 Boul Henri-Bourassa E,H1G 2T1,45.6052438,-73.6258314,0,
La Panthère Verte,160 R. St Viateur Est,H2T 1A8,45.5271629,-73.5974463,937,4.4
Foodchain,1212 Av. McGill College,H3B 4J8,45.5015664,-73.5708183,357,4.4
BONYARD | Restaurant de quartier dans le Sud-Ouest de Montréal,5205 Rue Angers,H4E 4A1,45.4659132,-73.5846302,268,4.9
Janine Café-Brunch,3900 Rue Wellington,H4G 1V3,45.4648358,-73.5667176,1127,4.7
New System Restaurant,3419 Notre-Dame St W,H4C 1P3,45.4806558,-73.5792397,848,3.3
Pizza Pinoli,5524 Av de Monkland,H4A 1C7,45.4763753,-73.6218732,225,3.5
Le Poké Station (Crescent),2153 Rue Crescent,H3G 2C1,45.4986587,-73.5783619,710,4.2
Tejano BBQ burrito,511 Rue de Courcelle,H4C 3C1,45.4729837,-73.5890729,698,4.4
